First_pokemon,Second_pokemon,Winner
285,377,377
85,323,85
443,532,443
499,603,499
427,246,427
431,719,431
338,629,338
110,75,110
462,220,462
510,474,510
694,404,694
655,550,655
564,588,588
100,545,545
610,605,610
422,127,127
205,85,85
638,690,638
351,331,351
330,84,330
98,347,347
327,238,238
371,108,371
238,596,596
213,481,481
639,605,639
674,631,631
193,667,193
46,518,518
645,321,645
133,553,553
474,274,474
269,261,269
552,613,552
349,656,349
635,205,635
650,189,189
555,684,555
47,414,414
667,492,492
362,637,637
29,95,95
79,349,79
176,703,703
678,188,678
230,550,550
311,471,311
182,338,338
319,719,319
333,70,70
36,522,522
398,348,398
465,520,520
315,710,315
514,96,514
179,45,45
53,415,53
368,248,248
343,317,317
246,590,246
154,662,662
245,455,245
188,329,188
655,31,655
126,30,126
522,289,289
367,588,588
544,615,615
86,518,86
721,622,721
624,543,624
419,64,419
442,596,596
274,641,641
361,526,526
139,77,77
376,235,235
501,146,146
86,558,558
56,14,56
187,378,378
647,169,169
580,490,490
658,28,658
610,46,610
704,146,146
627,412,627
646,505,646
263,340,340
376,709,376
214,135,135
182,685,685
163,658,658
398,517,398
309,602,309
452,431,452
175,541,541
536,4,536
569,365,569
544,682,544
123,637,123
25,150,150
145,6,6
530,224,530
129,600,600
260,573,573
662,650,662
658,590,658
663,113,663
12,248,12
88,124,88
710,223,223
396,484,484
409,544,409
548,540,540
625,186,186
679,610,610
15,344,344
144,449,144
240,396,240
20,398,398
21,525,525
282,66,282
661,314,314
338,286,286
555,413,555
44,223,223
226,645,645
687,210,687
381,318,318
653,54,653
335,143,335
648,470,470
270,181,181
388,255,255
123,207,123
123,420,123
184,441,441
639,705,639
31,233,31
306,120,120
52,525,525
502,224,502
76,648,648
14,99,99
83,607,607
458,255,458
679,247,247
214,443,214
277,666,277
194,603,603
415,129,129
7,45,45
565,400,400
502,358,358
260,306,260
403,271,271
285,519,519
586,264,264
214,91,214
11,35,35
519,313,313
622,376,376
226,22,22
278,573,573
19,166,166
316,404,404
349,210,210
531,693,693
117,126,126
152,205,152
98,263,263
477,208,477
719,678,678
221,389,389
288,316,288
242,92,92
94,576,94
147,131,131
404,437,404
645,439,645
58,259,58
295,666,666
199,588,588
482,468,482
86,581,581
4,315,315
560,175,560
122,624,624
216,91,91
436,714,714
633,524,633
549,568,549
178,682,178
127,290,127
618,485,485
530,237,530
665,456,456
716,691,716
389,588,588
134,715,715
25,431,25
396,33,33
46,474,474
199,607,199
634,142,142
340,245,245
193,514,514
305,271,271
298,266,298
160,289,289
505,100,100
385,479,385
189,679,189
310,586,310
378,688,688
250,50,50
365,519,365
603,222,603
566,643,643
258,192,258
135,250,135
397,175,397
197,270,197
425,401,425
574,451,451
633,718,718
279,640,640
229,455,229
191,473,473
573,255,573
592,48,48
373,185,373
364,699,699
74,448,448
490,57,490
514,372,514
148,687,687
689,671,671
532,275,275
88,130,130
699,492,492
651,326,326
93,660,660
404,441,441
466,484,484
363,321,321
379,615,379
135,402,135
245,117,117
19,657,657
401,133,133
615,227,615
310,640,640
503,703,503
662,222,222
131,413,131
705,187,705
232,158,232
13,590,13
500,494,494
708,514,514
364,24,24
634,280,280
293,370,293
552,61,61
233,572,572
626,540,626
442,583,583
331,419,419
240,490,490
466,54,466
486,211,486
643,278,643
256,220,256
370,51,51
234,675,234
374,280,280
621,373,373
574,306,306
534,338,338
344,254,254
101,378,101
254,594,254
337,194,337
319,201,319
117,672,117
703,668,668
511,285,511
190,66,190
649,52,649
234,421,421
114,64,64
194,177,177
652,259,652
514,529,514
596,129,596
415,421,421
462,655,655
577,122,122
622,212,212
126,371,126
48,699,699
180,639,639
486,493,493
56,618,56
560,75,560
656,265,656
80,567,567
102,467,467
484,185,484
314,233,314
562,494,494
360,19,19
381,604,381
307,295,295
155,288,288
156,407,407
594,19,19
422,531,531
520,225,225
272,672,272
313,73,73
51,39,51
161,477,477
557,591,557
5,248,5
480,135,135
260,639,639
703,183,703
139,362,362
691,436,436
665,573,573
385,107,385
676,152,676
640,601,640
347,58,347
371,580,580
548,696,696
86,319,319
307,542,542
343,263,263
106,316,106
521,676,676
502,385,385
16,626,16
312,161,312
255,335,335
481,7,481
339,335,335
431,231,431
464,183,183
49,545,545
222,268,222
284,571,571
33,160,160
525,632,632
688,77,77
523,113,523
565,613,613
263,521,521
641,173,641
608,511,511
115,3,115
487,86,487
562,2,2
255,213,255
110,156,156
148,470,470
283,334,334
519,525,525
574,314,314
416,493,493
641,689,641
254,652,254
72,239,239
90,434,434
41,173,41
192,368,368
182,128,128
180,152,152
105,658,658
500,404,500
190,546,190
108,222,222
512,627,512
270,638,638
51,454,51
310,406,310
569,470,470
432,171,432
110,200,200
237,329,329
380,605,380
321,320,320
8,417,417
537,159,537
383,4,383
532,543,543
558,30,30
147,74,147
671,195,671
237,41,237
17,384,384
563,400,400
4,519,4
685,602,685
28,86,28
224,96,224
709,170,170
720,477,477
218,186,186
410,284,284
482,467,482
115,368,115
197,14,197
349,316,316
629,55,55
261,699,699
562,41,41
589,470,589
601,266,601
175,591,591
405,683,405
29,533,29
566,658,658
706,197,706
655,603,655
92,163,163
169,698,169
144,158,144
619,272,272
718,336,718
341,503,503
108,101,101
191,577,191
337,84,84
707,44,707
346,701,701
88,698,698
712,327,327
51,84,51
184,615,615
226,34,226
365,573,573
83,6,6
450,471,471
614,237,237
554,512,512
485,279,485
151,676,676
220,536,536
239,394,239
224,278,224
276,284,276
438,590,590
408,610,408
109,270,109
303,152,303
428,194,428
110,303,303
560,670,560
381,241,381
56,372,56
596,88,596
408,712,408
8,100,100
566,346,566
299,185,185
236,262,262
202,437,437
148,37,148
166,198,198
654,190,190
682,713,713
36,434,434
581,300,581
24,433,24
675,601,601
123,185,123
392,651,392
431,630,431
428,519,428
565,548,565
549,203,549
340,713,340
344,351,344
360,215,215
668,188,668
367,572,572
372,409,409
705,436,705
549,206,549
472,120,472
551,242,551
176,588,588
718,409,718
520,628,628
658,363,658
169,204,169
334,434,334
516,485,516
700,402,402
671,700,671
683,529,529
356,347,347
574,555,555
421,80,421
493,655,493
190,159,190
65,190,65
155,45,155
365,721,721
252,318,252
563,708,708
563,426,426
160,470,470
432,625,432
712,171,171
417,234,417
701,494,701
133,140,140
518,531,531
90,596,596
356,476,476
51,49,51
162,292,292
269,625,625
524,226,226
116,42,42
553,465,553
634,648,648
626,599,626
119,415,415
354,596,596
45,671,671
441,652,441
185,117,117
404,586,586
289,515,289
351,293,351
645,278,645
713,95,713
352,580,580
69,257,257
382,243,243
406,301,301
152,564,152
161,229,229
186,240,240
541,296,541
284,527,527
513,343,513
555,343,555
345,207,207
641,590,641
544,240,240
10,215,215
546,214,214
548,186,186
715,592,715
208,6,6
74,258,258
128,131,128
231,469,469
369,270,369
711,689,711
390,308,308
638,482,482
639,286,639
376,304,376
148,620,620
35,64,64
283,228,228
270,408,408
31,473,473
521,73,73
527,348,527
616,384,384
105,306,306
630,546,630
625,408,625
652,184,652
101,622,622
663,662,663
531,683,531
415,578,415
378,3,3
597,520,520
158,557,557
23,280,23
263,198,198
404,88,404
367,665,367
118,43,118
304,211,211
650,468,468
411,272,272
472,364,472
2,141,141
195,721,721
1,512,512
628,328,628
410,109,109
636,137,636
365,661,365
65,390,65
437,204,437
691,170,170
421,226,421
529,341,529
463,526,463
517,505,505
353,206,206
549,488,549
95,658,658
476,2,2
359,331,359
190,625,190
94,84,84
478,409,409
511,667,667
141,577,141
49,290,49
1,414,414
305,338,338
516,148,516
354,408,354
95,96,95
397,672,397
171,708,171
13,303,303
38,625,38
280,643,643
187,98,98
419,131,419
601,449,601
709,705,705
652,640,640
45,463,463
328,121,121
114,308,308
565,103,103
286,44,286
671,116,671
207,292,207
212,624,212
360,185,185
449,78,78
202,376,376
525,146,525
190,575,190
273,678,678
358,280,358
44,701,701
491,622,622
673,431,431
495,172,495
330,286,330
279,181,279
216,541,541
536,445,445
435,462,435
332,276,276
498,618,498
614,681,681
709,562,709
220,331,220
651,608,651
7,220,220
516,310,310
412,554,554
55,338,55
579,513,513
415,213,415
103,628,628
312,446,446
123,624,123
397,341,397
195,155,195
644,506,644
572,586,586
532,437,532
375,41,41
191,337,337
232,166,166
449,647,647
128,289,128
255,404,404
399,369,369
711,218,711
339,610,339
95,539,539
697,549,549
157,196,196
537,355,537
607,257,257
495,84,84
476,477,477
313,216,313
560,149,149
103,566,566
52,626,52
481,271,481
351,242,351
51,667,51
628,125,125
276,588,276
51,84,51
156,205,156
175,242,242
234,121,121
613,374,613
356,493,493
280,397,397
46,333,333
680,675,675
112,272,272
491,244,491
216,484,484
267,505,505
310,398,310
612,402,612
8,291,291
705,407,407
34,543,34
441,242,441
672,267,267
350,676,676
401,10,10
162,302,302
298,69,69
7,644,644
383,175,383
101,502,101
123,365,123
474,414,474
649,480,649
172,42,42
311,54,311
342,140,140
114,327,327
147,196,196
73,692,73
579,348,348
677,220,677
106,655,655
31,431,431
251,438,251
382,654,382
576,524,576
74,624,624
261,601,601
577,563,563
67,102,67
139,404,404
692,647,647
655,657,655
276,126,126
535,130,130
412,596,596
4,538,4
391,693,391
278,51,51
577,705,705
182,111,182
116,295,295
691,434,434
457,520,457
394,514,514
194,648,648
155,653,155
95,36,95
322,705,705
482,382,482
637,78,78
393,466,466
269,411,411
664,171,171
34,308,34
698,471,471
213,552,552
147,514,514
64,586,64
51,337,51
476,381,381
24,527,24
647,686,647
129,339,339
674,697,697
170,656,656
314,361,314
406,265,265
188,433,188
382,323,382
708,456,456
204,33,33
417,213,417
290,115,115
64,693,64
225,535,225
555,133,555
542,412,542
568,458,568
294,41,41
449,249,249
679,202,202
399,149,149
706,352,706
76,541,76
459,346,346
234,422,234
659,665,659
125,192,125
235,628,628
254,174,254
153,135,135
199,373,373
637,179,637
353,704,353
358,424,424
52,46,52
265,99,99
214,89,214
669,76,76
618,475,475
420,237,237
548,50,548
342,527,527
128,381,381
11,714,714
519,5,5
8,508,508
66,195,195
306,577,306
208,477,477
619,299,619
16,41,16
363,329,329
343,721,721
118,340,118
383,38,38
420,716,716
195,90,90
466,481,466
708,218,708
708,201,201
197,560,197
389,216,389
209,583,583
125,356,125
555,37,555
656,274,656
270,336,336
167,580,580
398,335,398
373,482,482
170,567,567
235,645,645
304,283,283
274,470,470
181,558,181
8,257,257
710,423,710
700,125,125
447,299,447
331,133,133
343,633,343
306,226,226
700,530,530
392,601,392
12,292,12
62,717,717
401,348,348
332,448,448
12,234,234
331,44,44
279,469,469
541,411,541
395,384,384
116,720,720
22,245,22
446,193,446
676,84,676
75,416,416
270,146,146
642,528,528
578,36,36
50,460,460
98,151,151
703,177,177
345,604,604
448,138,448
610,116,116
3,696,3
329,337,337
112,244,244
517,561,561
689,638,638
61,408,61
374,715,715
614,66,614
228,407,407
691,34,34
208,294,294
284,369,284
403,509,509
234,688,234
426,21,21
232,220,220
285,608,608
278,41,278
462,581,581
345,359,359
279,90,279
667,672,667
405,162,162
683,164,164
35,138,138
289,699,289
639,553,639
106,654,106
128,19,128
501,78,78
95,472,472
661,85,85
468,345,468
183,403,403
26,504,26
26,504,32
32,504,26
32,504,32
197,648,648
151,273,151
122,454,122
52,128,128
648,177,648
63,366,366
621,72,621
425,651,425
612,91,612
44,124,124
221,479,479
129,343,129
483,520,483
106,289,289
637,551,637
165,254,254
57,227,57
490,30,490
45,91,91
479,294,294
177,555,555
248,293,248
453,421,421
653,410,653
137,548,137
375,237,237
428,503,428
212,59,59
587,547,547
103,588,588
606,348,348
694,306,694
602,570,570
351,453,351
191,625,625
357,379,357
585,305,585
345,44,44
437,236,236
501,69,501
635,406,635
289,171,289
7,189,189
409,668,409
61,180,61
478,7,7
110,584,584
86,77,77
371,174,371
685,519,685
497,658,658
703,631,631
572,307,572
709,52,52
234,716,716
146,341,146
627,166,166
443,574,574
324,708,708
602,302,302
245,422,245
367,290,367
422,262,262
275,611,275
80,377,377
457,179,457
223,664,223
49,707,49
77,537,77
109,70,70
350,436,350
266,660,660
408,717,717
44,384,384
273,312,312
708,474,474
157,156,157
341,594,594
649,689,649
433,697,697
99,76,99
534,615,534
228,350,350
531,703,703
475,446,475
400,592,400
314,660,314
525,120,525
399,696,696
183,653,653
284,66,284
224,272,272
89,440,89
21,330,330
392,668,392
412,616,412
46,519,519
81,604,604
396,638,638
707,170,707
223,214,214
512,367,512
505,142,142
692,502,502
262,34,34
708,501,501
229,403,229
539,691,539
460,246,460
375,615,615
573,414,573
528,535,528
700,514,514
461,480,461
357,417,417
22,137,22
105,367,367
133,318,318
363,247,247
44,179,44
676,509,676
505,695,695
687,503,687
641,551,641
14,295,295
157,173,157
308,346,308
613,287,613
343,474,474
8,408,408
397,151,151
292,570,570
320,28,28
452,313,452
325,55,55
418,512,512
140,331,140
538,554,554
449,352,352
606,285,606
698,116,116
368,188,188
314,409,409
441,273,441
252,59,59
31,660,660
686,403,403
13,339,339
340,433,340
527,369,527
262,450,262
145,21,145
291,548,291
123,158,123
507,95,95
628,534,628
12,232,12
494,258,494
711,205,711
119,302,302
559,374,559
311,628,311
431,25,25
245,166,166
273,426,426
479,654,654
530,115,115
611,575,611
565,43,565
111,285,285
425,694,694
464,443,443
437,499,499
210,39,210
317,691,317
340,311,311
500,314,500
678,102,678
295,37,295
30,289,289
38,540,38
320,59,59
219,263,263
643,549,549
721,674,721
219,140,140
419,447,419
181,201,181
460,603,460
436,672,672
88,145,145
448,148,448
649,206,649
158,647,647
240,235,240
344,14,344
500,576,576
337,710,337
126,537,126
519,244,244
116,587,587
715,142,142
16,526,526
504,198,198
531,719,719
463,523,523
459,595,595
342,6,6
332,502,502
350,691,350
202,466,466
417,585,417
8,671,671
376,604,376
678,626,678
145,300,145
239,400,239
710,285,710
173,92,92
521,454,521
122,711,122
507,281,507
420,386,386
662,340,662
29,421,421
501,472,472
227,637,637
597,205,205
69,255,255
488,455,488
99,404,99
309,304,309
619,2,619
133,346,133
621,542,542
56,620,620
106,494,494
447,333,447
356,244,244
306,388,306
21,608,608
121,507,121
718,152,718
448,295,448
143,522,143
462,173,462
160,46,160
570,332,570
499,347,347
306,332,332
467,673,467
102,246,246
667,20,20
98,521,521
528,480,528
329,95,95
600,480,480
499,451,451
389,159,159
524,96,96
141,405,141
230,635,635
543,610,610
482,355,482
107,251,251
61,391,61
644,494,494
157,519,157
665,223,223
453,187,187
504,474,474
198,337,198
351,407,407
365,209,365
534,334,334
160,492,492
418,260,418
394,486,486
374,553,553
61,136,61
474,668,668
701,3,701
99,50,50
124,477,124
51,77,51
577,331,331
259,684,259
136,495,136
238,137,238
11,535,535
484,117,484
112,45,45
123,688,123
325,528,528
427,452,452
74,229,229
19,17,19
104,665,104
643,663,663
719,230,230
522,571,571
167,447,447
96,491,491
468,36,468
86,267,267
205,290,290
426,698,426
489,299,489
97,48,97
406,169,169
673,167,673
579,448,448
578,687,687
244,208,244
664,485,485
618,666,666
96,658,658
434,617,617
111,468,111
465,491,491
373,179,373
491,72,491
292,87,87
692,671,671
515,494,494
668,446,446
208,427,427
534,422,534
41,314,314
157,313,157
668,659,668
437,409,409
219,353,353
671,692,671
320,202,320
447,134,134
498,57,57
584,308,308
414,183,414
182,177,177
119,399,119
139,466,466
588,186,186
149,682,682
525,712,712
306,376,376
227,481,481
466,167,466
511,505,505
543,594,594
588,658,658
682,688,688
204,310,310
558,594,594
658,542,658
38,36,38
362,338,362
138,581,581
479,110,110
86,315,315
517,334,334
373,160,373
183,2,2
709,402,402
72,281,72
319,438,319
524,439,524
151,501,151
164,578,164
300,697,697
51,28,51
408,604,408
89,632,632
202,510,510
648,385,385
402,325,402
495,438,495
83,64,64
273,252,252
612,356,612
260,426,426
196,420,196
657,174,657
172,329,329
84,227,84
554,584,584
501,641,641
11,256,256
601,425,601
598,59,59
113,657,657
315,663,663
67,233,233
127,491,491
170,592,170
657,235,657
255,182,182
644,127,644
395,179,395
85,631,85
268,456,456
471,594,594
484,322,484
480,540,480
425,262,262
318,362,362
212,14,212
258,318,318
334,478,478
695,368,695
265,542,542
47,78,78
377,680,680
399,38,38
699,260,260
62,85,85
423,66,423
503,651,503
564,330,330
183,455,455
570,395,570
277,566,277
20,427,20
465,140,140
673,29,673
172,68,172
406,349,406
133,514,514
273,75,75
229,134,229
576,653,576
715,362,715
41,230,230
228,696,228
49,630,49
208,479,479
682,285,285
636,337,337
147,460,460
591,214,214
518,23,23
96,667,667
555,91,555
532,667,667
345,203,203
569,365,569
223,203,203
176,452,452
81,228,228
519,135,135
487,128,128
618,299,618
403,21,21
384,88,384
370,510,510
572,218,572
543,204,204
418,308,418
291,533,533
402,683,402
637,130,637
397,713,397
183,325,325
193,267,193
93,236,93
675,366,675
111,716,716
397,637,637
649,205,649
290,429,429
90,46,90
478,45,478
124,181,124
506,61,61
609,288,288
598,174,598
28,380,380
49,387,49
328,166,328
149,709,149
94,57,94
150,558,150
98,360,98
638,420,638
719,276,276
10,317,317
123,257,123
227,98,227
163,646,646
364,633,364
692,37,37
622,596,596
530,476,530
400,394,400
574,468,468
158,641,641
503,342,503
161,43,43
475,423,475
67,643,643
690,456,456
129,649,649
87,420,87
601,77,77
663,683,663
509,91,91
564,136,136
662,654,662
463,190,190
472,151,151
632,410,632
177,17,17
187,416,187
604,385,385
84,471,84
30,166,166
414,344,344
474,262,474
377,566,566
656,680,680
355,321,321
247,545,545
176,498,498
673,435,435
269,508,508
582,18,18
283,315,315
276,637,637
429,549,429
697,312,312
456,286,286
50,362,50
567,62,567
274,262,262
20,2,20
288,328,288
359,211,211
628,708,708
515,571,571
28,400,400
651,190,190
23,173,23
39,700,700
466,703,466
422,328,422
627,642,642
327,309,309
257,384,384
189,415,189
292,494,494
41,377,41
502,83,83
272,92,92
139,447,447
657,689,657
309,388,388
203,387,203
12,511,12
148,420,148
105,584,584
594,51,51
586,357,586
644,379,644
244,98,244
664,160,160
152,85,85
392,503,392
554,137,554
702,390,702
605,428,428
54,681,681
635,400,635
56,427,427
161,438,161
54,525,54
648,206,648
119,348,119
248,555,555
214,625,214
474,640,640
1,286,286
619,656,656
398,66,398
218,256,256
108,655,655
488,673,488
269,197,197
138,439,439
242,323,242
643,457,457
219,112,112
456,202,456
18,151,18
284,30,284
605,420,420
704,518,704
524,92,524
10,452,452
499,85,85
394,464,394
134,230,230
479,351,351
115,714,115
232,165,165
662,48,662
148,589,589
358,708,358
699,538,699
324,471,324
584,608,584
148,595,148
180,692,180
453,553,553
495,705,495
264,212,264
354,451,451
694,59,59
467,511,467
618,650,650
550,192,550
165,637,637
381,106,381
508,235,508
129,370,370
332,342,342
708,181,181
317,28,28
539,58,539
611,88,611
199,623,623
535,186,186
98,246,98
191,139,139
448,542,542
11,697,697
341,48,48
73,639,639
660,675,660
200,291,291
434,615,615
341,135,135
305,8,8
410,271,271
478,517,517
607,374,374
543,541,543
286,273,286
612,653,612
121,474,121
338,434,434
306,310,310
552,107,107
341,131,131
631,563,631
294,330,330
214,5,214
316,690,316
500,538,500
710,411,710
413,531,531
702,596,596
621,340,340
413,222,413
324,207,207
46,29,29
716,701,701
310,76,310
436,206,206
489,172,489
611,687,687
429,505,505
326,190,190
673,668,668
135,305,135
85,44,85
225,287,225
669,456,456
578,225,225
43,201,201
366,295,295
526,592,592
408,483,483
557,621,557
187,549,549
21,182,21
257,20,20
549,360,549
429,287,287
174,73,73
634,511,511
393,292,292
369,3,3
582,340,340
175,540,540
664,63,664
265,207,207
644,683,683
535,393,535
665,204,665
478,118,118
66,674,674
149,119,149
435,378,435
251,721,251
277,288,277
332,433,332
470,557,470
571,679,679
408,692,408
518,354,354
170,679,170
687,618,687
314,181,314
124,2,124
705,548,705
555,439,555
156,237,156
178,87,178
497,133,497
347,43,347
102,17,17
645,570,645
529,239,529
17,133,17
552,359,359
666,113,666
128,259,128
576,165,576
3,450,3
599,609,609
647,415,647
123,672,123
245,74,245
534,42,42
45,326,326
615,134,615
336,646,646
454,26,26
454,26,32
454,32,26
454,32,32
28,620,620
682,213,682
579,223,223
159,47,159
178,38,38
169,441,169
492,561,492
96,581,581
388,232,232
502,220,502
205,272,272
595,63,63
124,502,124
73,327,73
459,317,317
88,569,569
618,495,495
14,289,289
387,221,221
524,521,521
274,394,274
20,536,20
393,701,701
476,246,246
114,386,386
149,705,149
571,709,571
548,337,337
461,144,461
332,62,62
417,512,512
549,103,549
181,328,328
652,387,652
317,598,317
649,265,649
263,611,611
483,565,483
486,54,486
684,194,684
91,603,91
340,304,340
282,23,282
183,644,644
41,127,127
227,657,657
320,611,611
699,630,630
272,347,347
566,412,566
659,243,243
146,22,22
300,64,64
596,527,596
110,637,637
104,685,685
367,43,367
192,381,381
320,272,272
44,5,5
368,44,368
250,527,250
160,651,160
541,162,162
528,367,528
486,446,486
143,644,644
232,444,444
213,570,570
15,524,15
711,348,711
281,183,281
657,5,657
351,83,351
332,14,332
223,594,594
449,674,674
64,537,64
574,259,259
334,643,643
229,456,229
718,362,718
721,93,93
534,400,400
296,565,565
434,398,398
346,708,346
431,196,196
183,68,68
679,310,310
263,20,20
629,638,638
571,310,310
163,581,581
327,264,264
439,470,470
348,611,611
84,716,716
138,488,488
326,355,326
567,672,567
308,471,308
642,287,642
414,372,414
508,646,646
326,57,57
357,374,357
393,163,163
118,521,521
263,312,312
572,110,572
17,135,135
150,228,228
255,629,629
101,276,101
199,156,199
317,266,317
110,262,262
175,25,25
609,243,243
640,210,640
156,288,288
596,304,596
61,285,61
300,487,487
303,280,303
336,508,508
276,89,276
16,337,337
700,567,567
360,99,99
303,682,303
440,220,220
129,88,88
493,573,493
252,658,658
189,378,189
126,30,126
55,50,50
433,272,272
257,345,257
378,174,378
653,147,653
117,358,117
166,170,166
104,312,104
392,409,392
284,574,284
394,321,321
718,4,718
105,450,450
618,505,505
357,20,20
298,572,572
457,126,126
466,229,229
662,83,662
600,139,139
407,688,407
7,25,25
614,64,614
615,515,615
6,360,6
476,201,201
665,218,665
198,613,198
690,462,462
41,182,41
542,503,542
451,30,451
285,672,672
196,458,196
337,533,533
207,335,335
396,189,189
280,86,86
459,526,459
636,221,636
269,715,715
92,227,92
128,473,128
242,33,33
337,38,38
667,366,667
112,381,381
121,164,121
671,443,671
251,377,251
700,121,121
410,335,335
99,96,99
364,524,364
230,7,230
76,277,277
345,14,14
491,293,491
115,660,115
307,547,547
361,457,457
488,508,488
599,113,599
26,229,26
26,229,32
32,229,26
32,229,32
11,182,182
665,310,310
13,148,148
347,384,384
302,317,317
305,285,305
375,197,197
347,451,347
326,564,564
237,233,237
282,233,282
612,510,510
631,279,279
653,256,653
382,525,382
309,281,309
66,53,53
384,158,384
682,42,42
194,162,162
53,121,121
450,567,567
420,705,705
304,636,636
497,25,497
307,364,307
630,195,630
376,413,376
195,581,581
184,433,184
329,534,329
432,369,432
417,97,417
80,333,333
688,696,688
469,280,469
202,159,159
314,663,663
276,243,243
260,405,405
525,237,237
462,491,491
536,483,483
299,218,299
67,606,67
538,687,687
34,311,311
361,273,361
356,418,418
34,139,34
8,438,8
502,95,95
269,631,631
240,568,240
50,11,50
120,100,100
253,398,398
519,538,538
36,607,36
90,298,90
561,155,561
277,373,277
703,573,573
233,479,479
388,716,716
314,34,34
212,288,288
347,400,347
41,151,151
111,558,558
470,689,470
339,337,337
28,210,28
426,418,418
481,595,481
614,268,614
38,436,38
317,240,240
397,163,397
653,394,653
273,244,244
459,88,459
256,363,256
682,588,588
413,568,568
90,155,155
319,47,319
521,355,355
572,652,572
635,213,635
664,369,369
298,336,336
466,599,466
601,283,601
688,6,6
167,78,78
466,559,466
524,575,575
518,509,509
532,702,702
500,48,500
389,97,97
243,469,243
493,33,493
442,349,442
619,477,477
141,655,655
632,302,632
543,344,344
299,287,287
675,580,675
4,436,4
584,594,584
460,513,513
583,555,555
345,324,345
705,484,484
659,335,335
33,279,279
480,271,480
616,634,634
253,347,253
92,590,590
688,258,688
351,694,694
20,29,20
24,463,24
336,205,336
83,423,83
160,462,160
190,137,190
75,687,687
245,268,245
229,124,124
662,512,512
591,4,4
514,390,514
599,638,638
545,625,625
227,382,382
397,484,484
345,629,629
122,76,76
628,183,628
252,414,252
429,547,547
245,562,245
105,37,37
596,252,596
701,293,701
302,446,446
431,376,431
30,5,5
150,510,510
505,58,505
540,241,241
6,198,6
54,333,54
406,129,406
483,257,483
646,154,646
309,551,551
324,405,405
531,359,359
434,5,5
182,62,62
365,435,435
195,83,83
686,610,610
595,542,542
47,264,264
548,212,212
643,604,643
529,8,529
488,715,715
67,68,68
579,104,104
72,256,72
12,669,12
446,542,542
388,640,640
354,352,352
699,269,269
41,219,41
14,574,574
327,68,327
301,431,431
375,165,165
304,387,387
306,227,227
218,403,403
410,665,410
563,81,81
96,241,241
567,33,567
652,547,547
278,698,278
535,376,376
201,385,385
508,242,508
113,429,429
159,534,159
325,646,646
72,434,434
652,256,652
444,242,444
96,84,84
126,13,126
577,489,489
441,390,441
68,135,135
238,174,238
695,502,695
271,443,271
227,622,227
231,596,596
390,258,390
520,671,671
523,499,523
426,275,275
720,155,155
233,698,233
283,486,486
582,644,644
638,485,638
42,149,42
329,437,329
669,488,488
250,374,250
502,8,502
533,693,693
216,125,125
695,635,695
465,308,308
690,550,550
150,534,150
444,633,444
259,248,248
557,242,242
417,612,612
526,690,690
503,585,585
686,96,686
199,67,67
532,669,669
130,648,648
291,58,291
30,601,601
336,66,336
384,457,384
548,273,273
312,429,429
294,283,283
111,602,111
483,479,479
345,568,568
63,458,63
156,596,596
372,656,656
152,301,301
388,480,480
194,464,464
596,506,596
139,604,139
622,157,157
607,47,47
462,599,462
160,269,160
435,533,435
110,189,189
510,614,510
61,195,61
3,546,3
626,492,492
35,272,272
125,232,232
525,5,525
696,12,12
286,365,286
512,377,512
504,180,180
548,134,134
138,523,523
529,117,117
30,409,409
275,694,275
410,611,611
292,615,615
66,244,244
390,97,97
122,227,122
208,544,208
678,720,720
95,571,571
683,180,180
350,578,350
224,156,224
204,717,717
68,317,317
206,497,497
283,629,283
464,176,176
77,244,244
346,588,588
287,50,287
679,440,440
182,306,306
161,159,159
493,602,493
91,599,91
259,494,494
314,198,198
638,628,638
42,552,42
380,491,491
157,238,157
106,127,106
640,551,640
24,38,38
202,254,254
534,192,534
708,640,640
225,449,225
581,315,581
223,206,223
85,479,85
203,255,203
398,648,398
138,143,138
483,328,483
628,334,334
42,551,42
63,354,354
425,62,62
534,236,534
370,454,370
33,11,33
595,691,595
38,34,38
44,680,44
500,155,155
622,414,414
3,472,472
543,661,661
326,575,326
526,391,526
14,578,14
62,597,62
234,18,18
175,586,586
74,334,334
715,295,715
352,238,238
330,163,330
376,417,417
672,258,672
539,536,539
232,379,379
336,368,336
276,282,276
310,95,310
15,42,42
633,682,633
448,701,701
688,443,688
664,50,50
142,110,142
260,494,494
497,15,497
95,665,95
696,667,667
625,498,625
333,562,562
269,286,286
294,415,415
521,422,521
224,272,272
115,687,115
436,438,436
25,406,25
640,373,640
484,420,484
621,706,706
431,567,567
260,107,107
216,616,216
632,75,632
276,484,484
309,427,427
31,155,31
196,407,196
669,412,669
532,62,62
81,321,321
653,116,116
545,68,545
39,426,426
714,23,23
622,43,622
629,290,629
148,331,148
609,595,609
175,640,640
76,704,76
183,709,709
472,283,472
425,629,425
714,231,714
24,264,264
649,626,649
470,458,470
615,665,615
245,467,245
138,467,467
331,216,216
665,667,667
327,521,521
513,426,426
191,240,240
356,540,540
284,655,655
312,719,312
237,255,237
193,687,193
416,538,538
135,415,135
443,351,351
312,472,472
197,454,454
560,319,319
473,194,473
209,311,311
81,530,530
456,240,240
629,59,59
484,470,484
642,651,642
504,577,504
658,502,658
104,563,104
192,477,477
467,37,467
402,129,402
596,226,596
460,714,460
649,667,649
382,207,382
494,410,494
476,74,476
531,105,531
341,665,341
506,651,651
